,in Water Level,°F Water Temperature,mS/cm EC, Sensor Metadata,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,°F Logger Temperature
5/1/2020 2:45,5.78739,64.94,2.415460834,0,63,6581,99.52,65.084
5/1/2020 2:50,5.78739,64.94,2.398832919,0,63,6583,99.52,65.048
5/1/2020 2:55,6.53542,64.94,2.421029047,0,63,6581,99.52,65.03
5/1/2020 3:00,7.874,64.94,2.409905429,0,63,6582,99.51,65.012
5/1/2020 3:05,8.34644,64.94,2.355049284,0,63,6582,99.51,65.03
5/1/2020 3:10,8.18896,64.94,2.31739465,0,63,6583,99.51,65.066
5/1/2020 3:15,7.28345,65.084,2.306747189,0,63,6582,99.5,65.138
5/1/2020 3:20,6.73227,65.12,2.344228815,0,63,6582,99.5,65.156
5/1/2020 3:25,6.45668,65.192,2.296148648,0,63,6583,99.51,65.156
5/1/2020 3:30,6.33857,65.3,2.275097431,0,63,6583,99.51,65.156
5/1/2020 3:35,6.22046,65.3,2.338837239,0,63,6581,99.5,65.138
5/1/2020 3:40,6.22046,65.3,2.460367604,0,63,6581,99.5,65.12
5/1/2020 3:45,6.22046,65.336,2.523480772,0,63,6582,99.5,65.102
5/1/2020 3:50,6.14172,65.3,2.666858665,0,63,6581,99.5,65.102
5/1/2020 3:55,6.10235,65.3,2.66072506,0,63,6583,99.5,65.084
5/1/2020 4:00,6.10235,65.3,2.588212915,0,63,6581,99.5,65.102
5/1/2020 4:05,6.06298,65.3,2.540972706,0,63,6581,99.5,65.102
5/1/2020 4:10,5.98424,65.3,2.741574172,0,63,6582,99.49,65.12
5/1/2020 4:15,5.94487,65.3,2.978516429,0,63,6582,99.5,65.12
5/1/2020 4:20,5.94487,65.3,2.951209227,0,63,6580,99.49,65.084
5/1/2020 4:25,5.9055,65.3,2.944421634,0,63,6584,99.49,65.03
5/1/2020 4:30,5.9055,65.12,3.026913428,0,63,6582,99.49,64.976
5/1/2020 4:35,5.9055,65.12,3.040885026,0,63,6578,99.49,64.922
5/1/2020 4:40,5.94487,65.12,3.013006024,0,63,6583,99.49,64.85
5/1/2020 4:45,5.9055,65.12,3.054921113,0,63,6581,99.49,64.778
5/1/2020 4:50,5.9055,65.12,3.04789499,0,63,6580,99.49,64.724
5/1/2020 4:55,5.86613,65.12,3.026913428,0,63,6581,99.49,64.706
5/1/2020 5:00,5.82676,65.12,3.026913428,0,63,6581,99.48,64.67
5/1/2020 5:05,5.86613,65.12,3.061963434,0,63,6581,99.48,64.634
5/1/2020 5:10,5.82676,65.12,3.061963434,0,63,6583,99.49,64.616
5/1/2020 5:15,5.9055,65.12,3.08318795,0,63,6583,99.5,64.616
5/1/2020 5:20,5.98424,65.12,3.076096815,0,63,6583,99.5,64.634
5/1/2020 5:25,5.98424,65.12,3.090295433,0,63,6582,99.51,64.652
5/1/2020 5:30,5.98424,65.12,3.061963434,0,63,6581,99.51,64.688
5/1/2020 5:35,6.06298,65.12,3.069021988,0,63,6576,99.52,64.742
5/1/2020 5:40,5.98424,65.12,3.118889584,0,63,6587,99.52,64.868
5/1/2020 5:45,5.94487,65.12,3.111716337,0,63,6588,99.52,64.958
5/1/2020 5:50,5.86613,65.12,3.111716337,0,63,6590,99.53,65.066
5/1/2020 5:55,5.82676,65.12,3.01995172,0,63,6589,99.53,65.138
5/1/2020 6:00,5.94487,65.12,2.857590543,0,63,6589,99.52,65.156
5/1/2020 6:05,6.22046,65.12,2.851018268,0,63,6589,99.53,65.138
5/1/2020 6:10,6.41731,65.12,3.033891184,0,63,6588,99.53,65.066
5/1/2020 6:15,6.49605,65.12,3.026913428,0,63,6589,99.53,64.994
5/1/2020 6:20,6.57479,65.12,2.999162519,0,63,6589,99.53,64.94
5/1/2020 6:25,6.65353,65.12,2.985382619,0,63,6587,99.54,64.868
5/1/2020 6:30,6.65353,65.12,2.897343588,0,63,6588,99.54,64.814
5/1/2020 6:35,6.6929,65.12,3.013006024,0,63,6586,99.55,64.778
5/1/2020 6:40,6.65353,65.12,2.992264637,0,63,6585,99.56,64.76
5/1/2020 6:45,6.65353,65.12,3.040885026,0,63,6587,99.58,64.796
5/1/2020 6:50,6.61416,65.048,3.069021988,0,63,6590,99.59,64.832
5/1/2020 6:55,6.57479,64.94,3.147748314,0,63,6587,99.59,64.886
5/1/2020 7:00,6.53542,64.94,3.126079367,0,63,6587,99.59,64.904
5/1/2020 7:05,6.49605,64.94,3.126079367,0,63,6587,99.6,64.904
5/1/2020 7:10,6.45668,64.94,2.978516429,0,63,6587,99.6,64.922
5/1/2020 7:15,6.45668,64.94,2.930893245,0,63,6584,99.61,64.994
5/1/2020 7:20,6.41731,64.94,3.054921113,0,63,6585,99.62,65.012
5/1/2020 7:25,6.37794,64.94,3.033891184,0,63,6585,99.61,64.994
5/1/2020 7:30,6.49605,64.94,3.033891184,0,63,6587,99.61,64.958
5/1/2020 7:35,6.49605,64.94,3.040885026,0,63,6585,99.61,64.94
5/1/2020 7:40,6.41731,64.94,3.033891184,0,63,6585,99.61,64.922
5/1/2020 7:45,6.33857,64.94,3.054921113,0,63,6585,99.62,64.904
5/1/2020 7:50,6.25983,64.94,2.937649652,0,63,6585,99.62,64.886
5/1/2020 7:55,6.18109,64.94,2.96483139,0,63,6585,99.62,64.85
5/1/2020 8:00,6.14172,64.94,2.747894153,0,63,6585,99.62,64.814
5/1/2020 8:05,6.06298,64.94,2.421029047,0,63,6587,99.63,64.778
5/1/2020 8:10,6.02361,64.94,2.500345362,0,63,6585,99.64,64.724
5/1/2020 8:15,6.02361,64.94,2.890679882,0,63,6586,99.65,64.706
5/1/2020 8:20,6.02361,64.94,2.924152378,0,63,6584,99.66,64.688
5/1/2020 8:25,6.06298,64.94,2.951209227,0,63,6586,99.66,64.652
5/1/2020 8:30,6.10235,64.94,2.924152378,0,63,6583,99.66,64.634
5/1/2020 8:35,6.02361,64.94,2.930893245,0,63,6586,99.65,64.616
5/1/2020 8:40,6.06298,64.94,2.937649652,0,63,6584,99.66,64.616
5/1/2020 8:45,6.14172,64.94,2.944421634,0,63,6585,99.67,64.634
5/1/2020 8:50,6.22046,64.94,2.937649652,0,63,6584,99.67,64.634
5/1/2020 8:55,6.22046,64.94,2.924152378,0,63,6582,99.67,64.652
5/1/2020 9:00,6.25983,64.94,2.992264637,0,63,6584,99.67,64.652
5/1/2020 9:05,6.22046,64.94,3.01995172,0,63,6584,99.68,64.652
5/1/2020 9:10,6.22046,65.048,3.069021988,0,63,6584,99.68,64.652
5/1/2020 9:15,6.22046,65.048,3.04789499,0,63,6584,99.67,64.67
5/1/2020 9:20,6.14172,64.976,3.026913428,0,63,6582,99.68,64.688
5/1/2020 9:25,6.14172,64.94,3.013006024,0,63,6583,99.69,64.706
5/1/2020 9:30,6.14172,64.94,3.013006024,0,63,6584,99.69,64.724
5/1/2020 9:35,6.14172,64.94,2.870780582,0,63,6586,99.7,64.742
5/1/2020 9:40,6.18109,64.94,2.917427014,0,63,6583,99.7,64.778
5/1/2020 9:45,6.18109,64.94,2.786121169,0,63,6584,99.7,64.832
5/1/2020 9:50,6.10235,64.94,2.904022654,0,63,6585,99.7,64.886
5/1/2020 9:55,6.10235,64.94,2.944421634,0,63,6584,99.71,64.922
5/1/2020 10:00,6.10235,64.94,2.844461107,0,63,6584,99.71,64.958
5/1/2020 10:05,6.14172,64.976,2.654605562,0,63,6584,99.72,65.012
5/1/2020 10:10,6.18109,65.048,2.454708916,0,63,6583,99.72,65.066
5/1/2020 10:15,6.18109,65.12,2.471724145,0,63,6584,99.72,65.138
5/1/2020 10:20,6.22046,65.12,2.488857318,0,63,6585,99.72,65.21
5/1/2020 10:25,6.18109,65.12,2.454708916,0,63,6584,99.72,65.3
5/1/2020 10:30,6.14172,65.12,2.624218543,0,63,6587,99.72,65.354
5/1/2020 10:35,6.14172,65.12,2.741574172,0,63,6587,99.72,65.426
5/1/2020 10:40,6.14172,65.12,2.588212915,0,63,6588,99.73,65.516
5/1/2020 10:45,6.10235,65.12,2.904022654,0,63,6584,99.73,65.606
5/1/2020 10:50,6.10235,65.12,2.924152378,0,63,6585,99.74,65.678
5/1/2020 10:55,6.06298,65.12,3.006076303,0,63,6584,99.74,65.732
5/1/2020 11:00,6.06298,65.12,2.999162519,0,63,6587,99.74,65.768
5/1/2020 11:05,6.02361,65.12,3.026913428,0,63,6586,99.74,65.768
5/1/2020 11:10,6.02361,65.12,3.033891184,0,63,6584,99.74,65.804
5/1/2020 11:15,5.98424,65.12,3.04789499,0,63,6584,99.73,65.84
5/1/2020 11:20,5.98424,65.228,3.054921113,0,63,6587,99.73,65.894
5/1/2020 11:25,5.98424,65.3,3.04789499,0,63,6584,99.73,65.984
5/1/2020 11:30,5.94487,65.3,3.061963434,0,63,6586,99.73,66.074
5/1/2020 11:35,5.94487,65.372,3.076096815,0,63,6584,99.72,66.146
5/1/2020 11:40,5.94487,65.48,3.08318795,0,63,6584,99.72,66.254
5/1/2020 11:45,5.94487,65.552,3.08318795,0,63,6586,99.73,66.38
5/1/2020 11:50,5.9055,65.66,3.054921113,0,63,6589,99.73,66.506
5/1/2020 11:55,5.94487,65.876,3.076096815,0,63,6585,99.72,66.668
5/1/2020 12:00,5.9055,66.056,3.033891184,0,63,6587,99.72,66.884
5/1/2020 12:05,5.9055,66.2,2.978516429,0,63,6585,99.72,67.1
5/1/2020 12:10,6.06298,66.272,2.624218543,0,63,6587,99.72,67.334
5/1/2020 12:15,6.25983,66.38,2.741574172,0,63,6587,99.72,67.586
5/1/2020 12:20,5.9055,66.38,2.897343588,0,63,6589,99.71,67.838
5/1/2020 12:25,5.94487,66.38,2.870780582,0,63,6587,99.7,68.126
5/1/2020 12:30,5.94487,66.38,2.910717118,0,63,6586,99.7,68.45
5/1/2020 12:35,5.9055,66.38,2.924152378,0,63,6587,99.69,68.72
5/1/2020 12:40,5.9055,66.344,2.86417797,0,63,6587,99.68,68.918
5/1/2020 12:45,5.9055,66.2,2.917427014,0,63,6586,99.67,69.098
5/1/2020 12:50,5.9055,66.2,2.930893245,0,63,6587,99.66,69.224
5/1/2020 12:55,5.9055,66.2,2.930893245,0,63,6588,99.66,69.314
5/1/2020 13:00,5.9055,66.056,2.924152378,0,63,6589,99.66,69.368
5/1/2020 13:05,5.86613,66.02,2.884031503,0,63,6587,99.66,69.44
5/1/2020 13:10,5.86613,66.02,2.877398415,0,63,6589,99.67,69.494
5/1/2020 13:15,5.82676,65.948,2.890679882,0,63,6589,99.67,69.548
5/1/2020 13:20,5.82676,65.84,2.890679882,0,63,6586,99.66,69.602
5/1/2020 13:25,5.82676,65.84,2.884031503,0,63,6589,99.66,69.656
5/1/2020 13:30,5.82676,65.84,2.79898132,0,63,6587,99.66,69.692
5/1/2020 13:35,5.78739,65.84,2.786121169,0,63,6589,99.67,69.728
5/1/2020 13:40,5.78739,65.84,2.654605562,0,63,6589,99.68,69.746
5/1/2020 13:45,5.78739,65.84,2.636331386,0,63,6590,99.67,69.764
5/1/2020 13:50,6.18109,65.696,2.691534804,0,63,6588,99.66,69.782
5/1/2020 13:55,5.98424,65.66,2.818382931,0,63,6588,99.65,69.836
5/1/2020 14:00,5.94487,65.66,2.792543841,0,63,6589,99.65,69.89
5/1/2020 14:05,5.94487,65.66,2.792543841,0,63,6590,99.64,69.98
5/1/2020 14:10,5.9055,65.66,2.773320105,0,63,6590,99.64,70.07
5/1/2020 14:15,5.94487,65.66,2.824879975,0,63,6590,99.65,70.106
5/1/2020 14:20,5.86613,65.66,2.81190083,0,63,6590,99.65,70.124
5/1/2020 14:25,5.78739,65.66,2.831391996,0,63,6590,99.66,70.106
5/1/2020 14:30,5.78739,65.66,2.716439269,0,63,6589,99.66,70.106
5/1/2020 14:35,5.78739,65.66,2.570395783,0,63,6590,99.66,70.106
5/1/2020 14:40,5.78739,65.66,2.679168325,0,63,6590,99.66,70.142
5/1/2020 14:45,5.78739,65.588,2.630267992,0,63,6589,99.65,70.178
5/1/2020 14:50,5.66928,65.48,2.624218543,0,63,6589,99.64,70.196
5/1/2020 14:55,5.62991,65.48,2.529297996,0,63,6590,99.64,70.214
5/1/2020 15:00,5.55117,65.48,2.552701303,0,63,6590,99.64,70.232
5/1/2020 15:05,5.55117,65.48,2.523480772,0,63,6590,99.64,70.268
5/1/2020 15:10,5.5118,65.48,2.558585887,0,63,6591,99.64,70.286
5/1/2020 15:15,5.55117,65.48,2.523480772,0,63,6591,99.63,70.304
5/1/2020 15:20,5.5118,65.48,2.432204009,0,63,6590,99.62,70.268
5/1/2020 15:25,5.5118,65.48,2.523480772,0,63,6590,99.62,70.214
5/1/2020 15:30,5.47243,65.48,2.552701303,0,63,6590,99.62,70.124
5/1/2020 15:35,5.5118,65.48,2.471724145,0,63,6590,99.61,70.034
5/1/2020 15:40,5.47243,65.48,2.564484037,0,63,6589,99.6,69.944
5/1/2020 15:45,5.43306,65.48,2.576321157,0,63,6590,99.6,69.908
5/1/2020 15:50,5.47243,65.48,2.618183008,0,63,6592,99.59,69.854
5/1/2020 15:55,5.47243,65.48,2.691534804,0,63,6592,99.59,69.818
5/1/2020 16:00,5.47243,65.48,2.710191632,0,63,6591,99.59,69.764
5/1/2020 16:05,5.47243,65.48,2.710191632,0,63,6591,99.6,69.71
5/1/2020 16:10,5.5118,65.48,2.691534804,0,63,6591,99.6,69.638
5/1/2020 16:15,5.47243,65.48,2.716439269,0,63,6591,99.6,69.584
5/1/2020 16:20,5.47243,65.48,2.703958364,0,63,6590,99.6,69.512
5/1/2020 16:25,5.47243,65.48,2.691534804,0,63,6589,99.59,69.44
5/1/2020 16:30,5.47243,65.48,2.691534804,0,63,6592,99.58,69.386
5/1/2020 16:35,5.47243,65.48,2.710191632,0,63,6590,99.58,69.296
5/1/2020 16:40,5.47243,65.48,2.685344446,0,63,6593,99.58,69.224
5/1/2020 16:45,5.47243,65.48,2.710191632,0,63,6592,99.57,69.17
5/1/2020 16:50,5.47243,65.48,2.703958364,0,63,6592,99.58,69.134
5/1/2020 16:55,5.47243,65.48,2.636331386,0,63,6591,99.58,69.116
5/1/2020 17:00,5.47243,65.48,2.703958364,0,63,6593,99.58,69.08
5/1/2020 17:05,5.47243,65.48,2.710191632,0,63,6592,99.57,69.062
5/1/2020 17:10,5.47243,65.48,2.679168325,0,63,6594,99.58,69.044
5/1/2020 17:15,5.47243,65.48,2.691534804,0,63,6593,99.57,69.026
5/1/2020 17:20,5.43306,65.48,2.697739432,0,63,6591,99.59,69.008
5/1/2020 17:25,5.43306,65.48,2.679168325,0,63,6594,99.59,68.99
5/1/2020 17:30,5.43306,65.48,2.648500139,0,63,6593,99.59,68.936
5/1/2020 17:35,5.43306,65.48,2.685344446,0,63,6594,99.59,68.9
5/1/2020 17:40,6.73227,65.48,2.66072506,0,63,6598,99.58,68.864
5/1/2020 17:45,5.74802,65.48,2.648500139,0,64,6600,99.58,68.756
5/1/2020 17:50,5.5118,65.48,2.66072506,0,63,6599,99.58,68.666
5/1/2020 17:55,5.5118,65.48,2.697739432,0,63,6599,99.59,68.558
5/1/2020 18:00,5.47243,65.48,2.728977783,0,63,6597,99.6,68.432
5/1/2020 18:05,5.47243,65.48,2.728977783,0,64,6600,99.6,68.342
5/1/2020 18:10,5.47243,65.48,2.722701308,0,63,6599,99.61,68.27
5/1/2020 18:15,5.5118,65.48,2.722701308,0,63,6598,99.61,68.216
5/1/2020 18:20,5.47243,65.48,2.710191632,0,63,6597,99.61,68.144
5/1/2020 18:25,5.47243,65.48,2.716439269,0,63,6598,99.61,68.072
5/1/2020 18:30,5.70865,65.48,2.710191632,0,63,6597,99.62,68.018
5/1/2020 18:35,5.5118,65.48,2.710191632,0,63,6596,99.63,67.982
5/1/2020 18:40,5.43306,65.48,2.735268726,0,63,6596,99.63,67.91
5/1/2020 18:45,5.39369,65.48,2.728977783,0,63,6596,99.63,67.82
5/1/2020 18:50,5.43306,65.48,2.728977783,0,63,6597,99.64,67.748
5/1/2020 18:55,5.43306,65.48,2.735268726,0,63,6597,99.63,67.712
5/1/2020 19:00,5.66928,65.48,2.666858665,0,63,6595,99.63,67.64
5/1/2020 19:05,5.70865,65.48,2.636331386,0,63,6595,99.63,67.586
5/1/2020 19:10,5.66928,65.48,2.648500139,0,63,6597,99.62,67.55
5/1/2020 19:15,5.78739,65.48,2.60615355,0,63,6594,99.62,67.46
5/1/2020 19:20,5.59054,65.48,2.60615355,0,63,6595,99.62,67.334
5/1/2020 19:25,5.55117,65.48,2.600159563,0,63,6594,99.63,67.208
5/1/2020 19:30,5.74802,65.48,2.582260191,0,63,6594,99.64,67.064
5/1/2020 19:35,5.59054,65.48,2.612161354,0,63,6594,99.63,66.956
5/1/2020 19:40,5.47243,65.48,2.60615355,0,63,6596,99.63,66.866
5/1/2020 19:45,5.43306,65.48,2.576321157,0,63,6595,99.64,66.758
5/1/2020 19:50,5.43306,65.48,2.552701303,0,63,6596,99.65,66.686
5/1/2020 19:55,5.47243,65.372,2.570395783,0,63,6594,99.65,66.65
5/1/2020 20:00,5.5118,65.336,2.600159563,0,63,6594,99.64,66.65
5/1/2020 20:05,5.55117,65.3,2.600159563,0,63,6594,99.64,66.614
5/1/2020 20:10,5.5118,65.3,2.612161354,0,63,6594,99.64,66.524
5/1/2020 20:15,5.55117,65.3,2.636331386,0,63,6592,99.64,66.452
5/1/2020 20:20,5.47243,65.3,2.66072506,0,63,6595,99.64,66.398
5/1/2020 20:25,5.47243,65.3,2.648500139,0,63,6594,99.64,66.344
5/1/2020 20:30,5.47243,65.3,2.624218543,0,63,6594,99.65,66.218
5/1/2020 20:35,5.5118,65.3,2.600159563,0,63,6593,99.65,66.11
5/1/2020 20:40,5.59054,65.3,2.66072506,0,63,6597,99.66,66.02
5/1/2020 20:45,5.55117,65.3,2.679168325,0,63,6592,99.66,66.002
5/1/2020 20:50,5.59054,65.3,2.666858665,0,63,6593,99.66,66.02
5/1/2020 20:55,5.70865,65.3,2.630267992,0,63,6595,99.66,66.074
5/1/2020 21:00,5.70865,65.3,2.679168325,0,63,6597,99.67,66.128
5/1/2020 21:05,5.66928,65.3,2.673006409,0,63,6595,99.68,66.182
5/1/2020 21:10,5.78739,65.3,2.636331386,0,63,6595,99.69,66.236
5/1/2020 21:15,5.66928,65.192,2.642408757,0,63,6595,99.7,66.308
5/1/2020 21:20,5.62991,65.12,2.642408757,0,63,6594,99.7,66.362
5/1/2020 21:25,5.62991,65.12,2.630267992,0,63,6591,99.7,66.398
5/1/2020 21:30,5.66928,65.12,2.648500139,0,63,6594,99.69,66.398
5/1/2020 21:35,5.47243,65.12,2.654605562,0,63,6593,99.69,66.308
5/1/2020 21:40,5.43306,65.12,2.648500139,0,63,6594,99.69,66.146
5/1/2020 21:45,5.43306,65.12,2.60615355,0,63,6593,99.68,65.984
5/1/2020 21:50,5.43306,65.12,2.535128631,0,63,6594,99.69,65.84
5/1/2020 21:55,5.43306,65.12,2.558585887,0,63,6595,99.69,65.714
5/1/2020 22:00,5.43306,65.12,2.582260191,0,63,6593,99.7,65.678
5/1/2020 22:05,5.43306,65.12,2.624218543,0,63,6594,99.71,65.714
5/1/2020 22:10,5.5118,65.12,2.612161354,0,63,6595,99.71,65.768
5/1/2020 22:15,5.66928,65.12,2.612161354,0,63,6597,99.71,65.822
5/1/2020 22:20,5.86613,65.12,2.594179362,0,63,6593,99.71,65.876
5/1/2020 22:25,6.02361,65.12,2.576321157,0,63,6594,99.71,65.93
5/1/2020 22:30,6.06298,65.12,2.600159563,0,63,6595,99.71,65.876
5/1/2020 22:35,6.02361,65.12,2.618183008,0,63,6594,99.71,65.75
5/1/2020 22:40,5.86613,65.12,2.582260191,0,63,6593,99.71,65.606
5/1/2020 22:45,5.74802,65.12,2.546830253,0,63,6594,99.7,65.444
5/1/2020 22:50,5.70865,65.12,2.523480772,0,63,6595,99.7,65.3
5/1/2020 22:55,5.62991,65.012,2.529297996,0,63,6595,99.7,65.264
5/1/2020 23:00,5.59054,64.94,2.523480772,0,63,6595,99.71,65.3
5/1/2020 23:05,5.59054,64.94,2.523480772,0,63,6597,99.71,65.372
5/1/2020 23:10,5.59054,64.94,2.529297996,0,63,6594,99.71,65.462
5/1/2020 23:15,5.55117,64.94,2.523480772,0,63,6596,99.71,65.552
5/1/2020 23:20,5.5118,64.94,2.546830253,0,63,6594,99.72,65.624
5/1/2020 23:25,5.55117,65.012,2.558585887,0,63,6595,99.72,65.678
5/1/2020 23:30,5.55117,65.084,2.546830253,0,63,6596,99.72,65.75
5/1/2020 23:35,5.59054,65.12,2.500345362,0,63,6597,99.72,65.732
5/1/2020 23:40,5.9055,65.12,2.588212915,0,63,6596,99.73,65.732
5/1/2020 23:45,5.70865,65.12,2.624218543,0,63,6594,99.73,65.786
5/1/2020 23:50,5.62991,65.12,2.636331386,0,63,6596,99.73,65.858
5/1/2020 23:55,5.55117,65.12,2.60615355,0,63,6593,99.73,65.93
5/2/2020 0:00,5.55117,65.12,2.636331386,0,63,6595,99.73,66.002
5/2/2020 0:05,5.5118,65.12,2.624218543,0,55,6386,99.73,66.434
5/2/2020 0:10,5.5118,65.12,2.624218543,0,55,6375,99.73,66.92
5/2/2020 0:15,5.5118,65.12,2.636331386,0,53,6349,99.73,67.244
5/2/2020 0:20,5.47243,65.12,2.636331386,0,61,6539,99.73,67.154
5/2/2020 0:25,5.5118,65.12,2.648500139,0,61,6549,99.74,66.956
5/2/2020 0:30,5.70865,65.12,2.673006409,0,62,6558,99.74,66.902
5/2/2020 0:35,5.78739,65.12,2.666858665,0,62,6560,99.74,66.866
5/2/2020 0:40,5.82676,65.12,2.648500139,0,62,6565,99.75,66.848
5/2/2020 0:45,5.86613,65.12,2.648500139,0,62,6565,99.75,66.83
5/2/2020 0:50,5.9055,65.12,2.673006409,0,62,6567,99.74,66.83
5/2/2020 0:55,5.86613,65.12,2.654605562,0,62,6568,99.74,66.83
5/2/2020 1:00,5.78739,65.12,2.630267992,0,62,6571,99.74,66.812
5/2/2020 1:05,5.66928,65.12,2.630267992,0,62,6572,99.74,66.74
5/2/2020 1:10,5.66928,65.12,2.630267992,0,62,6573,99.74,66.722
5/2/2020 1:15,5.62991,65.12,2.624218543,0,62,6571,99.74,66.704
5/2/2020 1:20,5.66928,65.12,2.624218543,0,62,6571,99.74,66.686
5/2/2020 1:25,6.06298,65.12,2.679168325,0,62,6571,99.74,66.668
5/2/2020 1:30,6.22046,65.12,2.685344446,0,62,6572,99.73,66.596
5/2/2020 1:35,6.18109,65.12,2.691534804,0,63,6575,99.73,66.47
5/2/2020 1:40,6.10235,65.12,2.747894153,0,62,6573,99.73,66.308
5/2/2020 1:45,5.98424,65.12,2.710191632,0,63,6575,99.74,66.146
5/2/2020 1:50,5.86613,64.94,2.666858665,0,63,6575,99.74,66.038
5/2/2020 1:55,5.82676,64.94,2.648500139,0,63,6576,99.73,66.02
5/2/2020 2:00,5.74802,64.94,2.654605562,0,63,6578,99.72,66.02
5/2/2020 2:05,5.66928,64.94,2.642408757,0,63,6575,99.72,65.984
5/2/2020 2:10,5.62991,64.94,2.618183008,0,62,6574,99.72,65.948
5/2/2020 2:15,5.62991,64.94,2.588212915,0,63,6576,99.71,65.948
5/2/2020 2:20,5.59054,64.796,2.618183008,0,63,6575,99.7,65.966
5/2/2020 2:25,5.55117,64.76,2.624218543,0,63,6576,99.7,65.948
5/2/2020 2:30,5.5118,64.76,2.624218543,0,63,6576,99.7,65.858
5/2/2020 2:35,5.5118,64.76,2.624218543,0,63,6577,99.71,65.804
5/2/2020 2:40,5.5118,64.76,2.60615355,0,63,6576,99.7,65.786
5/2/2020 2:45,5.55117,64.76,2.612161354,0,63,6578,99.69,65.768
5/2/2020 2:50,5.47243,64.76,2.60615355,0,63,6577,99.68,65.678
5/2/2020 2:55,5.47243,64.76,2.612161354,0,63,6577,99.69,65.516
5/2/2020 3:00,5.66928,64.76,2.600159563,0,63,6576,99.69,65.354
5/2/2020 3:05,5.82676,64.76,2.630267992,0,63,6576,99.69,65.192
5/2/2020 3:10,5.9055,64.76,2.666858665,0,63,6577,99.68,65.048
5/2/2020 3:15,5.94487,64.76,2.679168325,0,62,6573,99.69,64.868
5/2/2020 3:20,5.94487,64.76,2.666858665,0,63,6576,99.7,64.742
5/2/2020 3:25,5.94487,64.76,2.642408757,0,63,6575,99.7,64.652
5/2/2020 3:30,5.9055,64.76,2.716439269,0,63,6578,99.7,64.508
5/2/2020 3:35,5.9055,64.76,2.837919028,0,63,6575,99.7,64.31
5/2/2020 3:40,5.86613,64.616,3.061963434,0,63,6576,99.7,64.148
5/2/2020 3:45,5.82676,64.544,3.235936569,0,63,6577,99.7,64.04
5/2/2020 3:50,5.82676,64.4,3.349654392,0,63,6577,99.7,64.004
5/2/2020 3:55,5.78739,64.4,3.388441561,0,63,6575,99.7,63.914
5/2/2020 4:00,5.74802,64.4,3.396252726,0,63,6575,99.71,63.806
